experiment,seed,rep,overlap,conflict_fraction,rank,single_a_loss,single_b_loss,merge_a_loss,merge_b_loss,mean_single_loss,mean_merge_loss,merge_degradation,forgetting_merge,edge_a,edge_b,detectable_rank_a,detectable_rank_b,spectral_interference,signed_task_inner,conflict_score
merge_conflict,41,1,0.1,1.0,8,0.0015991038258834943,0.0016140651514844771,0.08946417775632973,0.09055373050271322,0.0016065844886839857,0.09000895412952148,0.08840236964083749,0.0741792065720456,0.8092165223028499,0.8207593038011942,6,6,0.001896549870263661,-0.0968354045935821,0.0968354045935821
merge_conflict,41,2,0.1,1.0,8,0.0015987164522495811,0.0016102534352471199,0.09012298245131034,0.08825977045567249,0.0016044849437483505,0.08919137645349141,0.08758689150974307,0.07314826096342139,0.813615077455567,0.8359149802153553,6,6,0.0018906067195188735,-0.0998770002925879,0.0998770002925879
merge_conflict,41,3,0.1,1.0,8,0.0015930706510716086,0.0015982513428198166,0.08934665900618628,0.08859610992826905,0.0015956609969457127,0.08897138446722766,0.08737572347028194,0.07319243779645332,0.8184204821418011,0.8174796851208843,6,6,0.001893892160246035,-0.10054414489307627,0.10054414489307627
merge_conflict,41,4,0.1,1.0,8,0.0016313874864586407,0.0016106718823637235,0.08944813662775639,0.09069491153183637,0.0016210296844111822,0.09007152407979638,0.0884504943953852,0.07324074301276615,0.8347540729426902,0.8138285776673229,6,6,0.0019239186084263774,-0.10114610419218416,0.10114610419218416
merge_conflict,41,5,0.1,1.0,8,0.0015919935836690368,0.001620810282207869,0.08932489283929981,0.08866939490892806,0.001606401932938453,0.08899714387411393,0.08739074194117548,0.07319594420191455,0.8120311291527674,0.8174459999589476,6,6,0.001899338994321143,-0.09952019328065412,0.09952019328065412
merge_conflict,41,6,0.1,1.0,8,0.0015888857037256983,0.0016104096228303152,0.09009147560016849,0.08923276451092549,0.0015996476632780068,0.089662120055547,0.08806247239226898,0.0733927907831785,0.8115582479136996,0.8163230387366429,6,6,0.001926663575894981,-0.099917972236258,0.099917972236258
merge_conflict,41,7,0.1,1.0,8,0.0016354228286192785,0.0016029210550733656,0.08832474517267144,0.08840812327609741,0.001619171941846322,0.08836643422438442,0.0867472622825381,0.07282387796001988,0.8190023181337833,0.8084970231416391,6,6,0.0018866912027359086,-0.09876042424174085,0.09876042424174085
merge_conflict,41,0,0.25,0.0,8,0.001604660866474511,0.0015807083967149251,0.06041119388391681,0.06199985101884662,0.001592684631594718,0.061205522451381715,0.059612837819787,0.10180919075353895,0.8237094518154783,0.8113464921452528,6,6,0.01202270680150846,0.2473710110648914,0.0
merge_conflict,41,1,0.25,0.0,8,0.0016131831905606966,0.0015959878599520602,0.06161049149208408,0.061072261141604564,0.0016045855252563783,0.06134137631684432,0.05973679079158794,0.10219172014464897,0.8166551568879981,0.8124543593624062,6,6,0.011943897465243951,0.244876358154519,0.0
merge_conflict,41,2,0.25,0.0,8,0.0016205404115440755,0.0015703495919689539,0.061428168879868315,0.06130832429464307,0.0015954450017565147,0.06136824658725569,0.05977280158549918,0.10139761963403121,0.8169775134001637,0.819608498238267,6,6,0.01204967367370225,0.2479600325860079,0.0
merge_conflict,41,3,0.25,0.0,8,0.0016068784306772959,0.0015960551371571954,0.06166851445440479,0.06225890650361517,0.0016014667839172455,0.06196371047900998,0.060362243695092736,0.10288883776850033,0.8089916706085123,0.8071321590471703,6,6,0.011942880500609916,0.247685803329848,0.0
merge_conflict,41,4,0.25,0.0,8,0.0016350990965598748,0.0015836365948052936,0.06074538319366616,0.06105331676945766,0.0016093678456825843,0.06089934998156191,0.05928998213587932,0.10064813340323604,0.8134852948188271,0.8145580464952201,6,6,0.01184936582868672,0.24600505110294987,0.0
merge_conflict,41,5,0.25,0.0,8,0.001605109913550496,0.0016067105944802763,0.060658674101059004,0.06140783228227511,0.0016059102540153863,0.06103325319166705,0.059427342937651666,0.10158223272608743,0.8162942984315983,0.8114285421306423,6,6,0.011957837079223918,0.24686626414196378,0.0
merge_conflict,41,6,0.25,0.0,8,0.0016222592355361785,0.0016341523273948285,0.06134582817473572,0.06133179980119466,0.0016282057814655036,0.06133881398796519,0.059710608206499684,0.10162344940201454,0.8176002511557756,0.8200537842331838,6,6,0.011958336252964191,0.24724794053954477,0.0
merge_conflict,41,7,0.25,0.0,8,0.0016053812688564331,0.0016096690796183466,0.06052196571345021,0.06190264167499984,0.00160752517423739,0.06121230369422503,0.05960477851998764,0.10071479192560373,0.8279928614730286,0.8274391393138416,6,6,0.011992082878794521,0.2480404689665709,0.0
merge_conflict,41,0,0.25,0.25,8,0.0016046155938477613,0.0015986678107816346,0.08633645285765276,0.08462508585513567,0.001601641702314698,0.08548076935639422,0.08387912765407952,0.0760247714672235,0.8192689010539645,0.8172098283265384,6,6,0.011956867668338181,-0.05775643690424282,0.05775643690424282
merge_conflict,41,1,0.25,0.25,8,0.001595593070507174,0.0016280389207292223,0.08497736384908475,0.08563626102305384,0.001611815995618198,0.0853068124360693,0.0836949964404511,0.07642867547209856,0.8374421500830409,0.8146268927164165,6,6,0.011970714568807649,-0.05548744068068251,0.05548744068068251
merge_conflict,41,2,0.25,0.25,8,0.001617965558174659,0.0016014045272975549,0.08598526346091219,0.08431788057308152,0.0016096850427361068,0.08515157201699686,0.08354188697426075,0.07672475912922723,0.8188300384282489,0.8221934216208289,6,6,0.011870283145038511,-0.05686356155899848,0.05686356155899848
