experiment,subset,outcome,model,predictors,n,k,ols_r2,adj_r2,rmse,aic,spearman_first_predictor,abs_spearman_first_predictor
lora_rank,nondiverged_val_loss_lt_1,final_val_loss,rank,log2_rank,60,2,5.825229187905734e-12,-0.017241379304419047,0.05348980273560057,-347.3917095374459,,
lora_rank,all,forgetting_loss,adapter_frobenius,adapter_frobenius,60,2,0.9817793187752505,0.9814651690989618,0.007953086574364877,-576.1034203294473,0.929869408168936,0.929869408168936
lora_rank,all,forgetting_loss,adapter_overlap_true,adapter_mean_overlap_true,60,2,0.9541863535090978,0.953396463052358,0.01261103802513103,-520.7819373960625,0.8712975826618508,0.8712975826618508
lora_rank,all,forgetting_loss,adapter_detectable_plus_alpha,"adapter_detectable_rank,log2_alpha",60,3,0.8884819475625714,0.8845690334419598,0.019675509764301383,-465.40566893790185,,
lora_rank,all,forgetting_loss,alpha,log2_alpha,60,2,0.8471430690390034,0.8445076047120896,0.023035411394263863,-448.4867144338257,0.9307943028953592,0.9307943028953592
lora_rank,all,forgetting_loss,rank_plus_alpha,"log2_rank,log2_alpha",60,3,0.8471430690390034,0.8417796679526526,0.023035411394263867,-446.4867144338257,,
lora_rank,all,forgetting_loss,log_adapter_frobenius,log10_adapter_frobenius,60,2,0.7285607496925424,0.7238807626182759,0.030696561373991696,-414.03255649921806,0.929869408168936,0.929869408168936
lora_rank,all,forgetting_loss,adapter_stable_rank,adapter_stable_rank,60,2,0.6672459784490546,0.6615088401464522,0.03398717451076115,-401.81264544443815,0.782717421505974,0.782717421505974
lora_rank,all,forgetting_loss,adapter_detectable,adapter_detectable_rank,60,2,0.6302383167689669,0.6238631153339491,0.03582732287275565,-395.4853361054536,0.754147598549629,0.754147598549629
lora_rank,all,forgetting_loss,adapter_effective_rank,adapter_effective_rank,60,2,0.5419543294710395,0.5340569903239885,0.039875651913681566,-382.63872425166386,0.7079188663517646,0.7079188663517646
lora_rank,all,forgetting_loss,intruder_count,intruder_count,60,2,0.1301551873175193,0.11515786296092478,0.05495083472882521,-344.15796888618115,-0.42825127962028064,0.42825127962028064
lora_rank,all,forgetting_loss,intruder_energy,intruder_energy,60,2,0.08054490565647399,0.06469223161606841,0.056496125726181956,-340.82998570906676,-0.4281257580697323,0.4281257580697323
lora_rank,all,forgetting_loss,gradient_detectable,gradient_detectable_rank,60,2,6.99034351420158e-05,-0.017170270643562358,0.05891667445071493,-335.79573567318783,0.018335880160230852,0.018335880160230852
lora_rank,all,forgetting_loss,rank,log2_rank,60,2,4.8011594699914895e-12,-0.01724137930546088,0.05891873379750632,-335.79154132076707,,
lora_rank,nondiverged,forgetting_loss,adapter_frobenius,adapter_frobenius,60,2,0.9817793187752505,0.9814651690989618,0.007953086574364877,-576.1034203294473,0.929869408168936,0.929869408168936
lora_rank,nondiverged,forgetting_loss,adapter_overlap_true,adapter_mean_overlap_true,60,2,0.9541863535090978,0.953396463052358,0.01261103802513103,-520.7819373960625,0.8712975826618508,0.8712975826618508
lora_rank,nondiverged,forgetting_loss,adapter_detectable_plus_alpha,"adapter_detectable_rank,log2_alpha",60,3,0.8884819475625714,0.8845690334419598,0.019675509764301383,-465.40566893790185,,
lora_rank,nondiverged,forgetting_loss,alpha,log2_alpha,60,2,0.8471430690390034,0.8445076047120896,0.023035411394263863,-448.4867144338257,0.9307943028953592,0.9307943028953592
lora_rank,nondiverged,forgetting_loss,rank_plus_alpha,"log2_rank,log2_alpha",60,3,0.8471430690390034,0.8417796679526526,0.023035411394263867,-446.4867144338257,,
lora_rank,nondiverged,forgetting_loss,log_adapter_frobenius,log10_adapter_frobenius,60,2,0.7285607496925424,0.7238807626182759,0.030696561373991696,-414.03255649921806,0.929869408168936,0.929869408168936
lora_rank,nondiverged,forgetting_loss,adapter_stable_rank,adapter_stable_rank,60,2,0.6672459784490546,0.6615088401464522,0.03398717451076115,-401.81264544443815,0.782717421505974,0.782717421505974
lora_rank,nondiverged,forgetting_loss,adapter_detectable,adapter_detectable_rank,60,2,0.6302383167689669,0.6238631153339491,0.03582732287275565,-395.4853361054536,0.754147598549629,0.754147598549629
lora_rank,nondiverged,forgetting_loss,adapter_effective_rank,adapter_effective_rank,60,2,0.5419543294710395,0.5340569903239885,0.039875651913681566,-382.63872425166386,0.7079188663517646,0.7079188663517646
