target,predictor,n,r2_log2_target,spearman,rmse_log2,run_dir,condition,seed
recovery_rank_0.7,gradient_effective_rank,44,0.7068640008442836,0.8619762221911587,0.7491921092518307,runs/20260612_195235_stage4_sample_s103,sample_limited,103
recovery_rank_0.8,gradient_effective_rank,32,0.5843998319180606,0.6873576909072574,0.924960490244005,runs/20260612_195235_stage4_sample_s103,sample_limited,103
recovery_rank_0.85,predicted_rank_detectable,24,0.5504711388806167,0.7598873786346865,1.0041504913688954,runs/20260612_195235_stage4_sample_s103,sample_limited,103
recovery_rank_0.9,gradient_effective_rank,12,0.7080216666807937,0.6406025910051011,0.7902589530861049,runs/20260612_195235_stage4_sample_s103,sample_limited,103
best_rank,predicted_rank_whitened_stable,48,0.0887747615553928,0.3050403996031853,0.1363391435684026,runs/20260612_201022_stage4_sample_s107,sample_limited,107
near_best_rank_gap_0.02,gradient_effective_rank,48,0.5072404559322281,0.6335680026942827,0.6680939046882016,runs/20260612_201022_stage4_sample_s107,sample_limited,107
near_best_rank_gap_0.05,gradient_effective_rank,48,0.655719146620752,0.7559174619261385,0.6449852953103592,runs/20260612_201022_stage4_sample_s107,sample_limited,107
near_best_rank_gap_0.1,gradient_effective_rank,48,0.7162014680774104,0.8299818832762836,0.5070199632250193,runs/20260612_201022_stage4_sample_s107,sample_limited,107
near_best_rank_gap_0.2,gradient_stable_rank,48,0.5733363673104855,0.7206556514319564,0.4851481182886122,runs/20260612_201022_stage4_sample_s107,sample_limited,107
near_best_rank_gap_0.5,gradient_stable_rank,48,0.5237140080458534,0.7518768583179909,0.3374958728957631,runs/20260612_201022_stage4_sample_s107,sample_limited,107
penalized_rank_lambda_0.03,gradient_effective_rank,48,0.3083610729030773,0.4555062462429319,0.6754920946686018,runs/20260612_201022_stage4_sample_s107,sample_limited,107
penalized_rank_lambda_0.05,gradient_effective_rank,48,0.5690902702199478,0.6894838848576388,0.6798111532752376,runs/20260612_201022_stage4_sample_s107,sample_limited,107
penalized_rank_lambda_0.08,gradient_effective_rank,48,0.59555962661307,0.7226683578138413,0.6224252186455573,runs/20260612_201022_stage4_sample_s107,sample_limited,107
