layer,base_val_loss,oracle_val_loss,improvement_gap,best_rank,best_val_loss,true_k_strong,gradient_matrix_mode,gradient_detectable_rank,predicted_rank_detectable,gradient_effective_rank,predicted_rank_effective,gradient_stable_rank,predicted_rank_stable,raw_gradient_detectable_rank,predicted_rank_raw_detectable,raw_gradient_effective_rank,predicted_rank_raw_effective,raw_gradient_stable_rank,predicted_rank_raw_stable,whitened_gradient_detectable_rank,predicted_rank_whitened_detectable,whitened_gradient_effective_rank,predicted_rank_whitened_effective,whitened_gradient_stable_rank,predicted_rank_whitened_stable,predicted_rank_from_gradient,near_best_rank_gap_0.02,near_best_rank_gap_0.05,near_best_rank_gap_0.1,near_best_rank_gap_0.2,near_best_rank_gap_0.5,recovery_rank_0.5,recovery_rank_0.6,recovery_rank_0.7,recovery_rank_0.8,recovery_rank_0.85,recovery_rank_0.9,recovery_rank_0.95,penalized_rank_lambda_0.03,penalized_rank_lambda_0.05,penalized_rank_lambda_0.08,penalized_rank_lambda_0.1,penalized_rank_lambda_0.15,penalized_rank_lambda_0.2,penalized_rank_lambda_0.3,penalized_rank_lambda_0.5,run_dir,condition,seed
24,0.2007271878679874,0.0025007682991417,0.1982264195688457,32,0.0106369992748356,5,activation_whitened,5,8,4.892930425025456,8,3.1234565459865187,4,5,8,4.013712024447021,8,2.0247307563417,4,5,8,4.892930425025456,8,3.1234565459865187,4,8,32,8,8,8,2,4.0,4.0,4.0,8.0,8.0,8.0,32.0,32,32,8,8,8,8,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
25,0.5291528689331532,0.002490428515939,0.5266624404172142,32,0.0169430831866447,8,activation_whitened,8,8,7.396171827193042,8,4.492862222324527,8,4,4,5.129302189068632,8,2.1423422456041603,4,8,8,7.396171827193042,8,4.492862222324527,8,8,16,16,8,8,4,4.0,4.0,8.0,8.0,8.0,16.0,16.0,16,16,16,16,16,16,16,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
26,0.2672026873031941,0.0024998193865772,0.2647028679166169,32,0.0088744550315592,5,activation_whitened,5,8,4.852301401726011,8,3.1317322929622207,4,5,8,4.043457929539671,8,2.098719313890353,4,5,8,4.852301401726011,8,3.1317322929622207,4,8,8,8,8,4,2,2.0,4.0,4.0,4.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
27,0.0466078231861707,0.0025107155487092,0.0440971076374615,32,0.0042176504955394,1,activation_whitened,1,1,1.1826412149501488,2,1.021305478197712,2,1,1,1.1377873398336895,2,1.0189208695914391,2,1,1,1.1826412149501488,2,1.021305478197712,2,1,2,2,2,1,1,1.0,1.0,1.0,1.0,2.0,2.0,8.0,2,2,2,2,2,2,2,2,runs/20260612_185340_stage4_hard_s113,hard_knee,113
28,0.1220116298946015,0.0024981809901123,0.1195134489044892,32,0.010444420099878,3,activation_whitened,3,4,3.0036954856657774,4,2.0533249620199925,4,2,2,1.9922042213953703,2,1.27951703257075,2,3,4,3.0036954856657774,4,2.0533249620199925,4,4,16,16,4,4,1,2.0,2.0,2.0,4.0,8.0,16.0,,32,16,16,16,16,8,4,4,runs/20260612_185340_stage4_hard_s113,hard_knee,113
29,0.3859090460614713,0.0024996237236209,0.3834094223378504,32,0.0114213173660018,6,activation_whitened,6,8,5.810268096298507,8,4.091628894480146,8,5,8,4.659220342186541,8,2.5621443430756456,4,6,8,5.810268096298507,8,4.091628894480146,8,8,16,8,8,8,4,4.0,4.0,4.0,8.0,8.0,8.0,16.0,16,16,16,16,8,8,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
30,0.058884773165092,0.0025044790976295,0.0563802940674625,32,0.0041802416602324,1,activation_whitened,1,1,1.156909151560379,2,1.018650874378525,2,1,1,1.1282424561010285,2,1.0167791306210183,2,1,1,1.156909151560379,2,1.018650874378525,2,1,2,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,2,2,2,2,2,2,2,runs/20260612_185340_stage4_hard_s113,hard_knee,113
31,0.1457887607281936,0.0025056990443462,0.1432830616838474,32,0.0117899713655639,4,activation_whitened,4,4,4.091238705278954,8,3.167952308490936,4,4,4,3.545885667075737,4,2.100347597961388,4,4,4,4.091238705278954,8,3.167952308490936,4,4,16,16,8,8,2,2.0,4.0,4.0,8.0,8.0,16.0,,32,16,16,16,16,16,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
32,0.2098964539181278,0.0025057639368995,0.2073906899812283,32,0.0168733196957543,5,activation_whitened,5,8,4.470895858470329,8,2.579604676974468,4,4,4,3.5295866303462704,4,2.0077022167427727,4,5,8,4.470895858470329,8,2.579604676974468,4,8,32,16,8,4,2,2.0,4.0,4.0,8.0,8.0,32.0,,32,32,32,16,8,8,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
33,0.0873261912397873,0.0024978472865712,0.0848283439532161,32,0.0064030257273211,2,activation_whitened,2,2,2.15386477740939,4,1.840850623810821,2,2,2,2.149730862098084,4,1.9179097873590747,2,2,2,2.15386477740939,4,1.840850623810821,2,2,16,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2.0,32.0,16,16,8,8,2,2,2,2,runs/20260612_185340_stage4_hard_s113,hard_knee,113
34,0.1322825487666852,0.0024872687805399,0.1297952799861453,32,0.0151400643179251,4,activation_whitened,4,4,3.922814329877352,4,2.739063039220646,4,3,4,3.015953026159816,4,1.759951877317694,2,4,4,3.922814329877352,4,2.739063039220646,4,4,32,16,8,8,2,2.0,2.0,8.0,8.0,16.0,32.0,,32,16,16,16,16,16,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
35,0.4251032621997673,0.0024979194043748,0.4226053427953924,32,0.0146555484724829,7,activation_whitened,7,8,6.681871324118595,8,4.085236542953652,8,5,8,5.258157483943079,8,2.521951444521908,4,7,8,6.681871324118595,8,4.085236542953652,8,8,16,16,8,8,4,4.0,4.0,8.0,8.0,8.0,8.0,16.0,16,16,16,16,16,16,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
36,0.038102019458687,0.0024882184589837,0.0356138009997033,32,0.0045679052829576,1,activation_whitened,1,1,1.10970429356614,2,1.0108077241868392,2,1,1,1.0742707047806237,2,1.00780858994959,2,1,1,1.10970429356614,2,1.0108077241868392,2,1,8,8,4,1,1,1.0,1.0,1.0,2.0,4.0,8.0,,8,8,8,8,8,8,8,4,runs/20260612_185340_stage4_hard_s113,hard_knee,113
37,0.2090111067003856,0.0024858694898491,0.2065252372105365,32,0.0218695330768531,5,activation_whitened,4,4,3.773887520721354,4,1.9356927637013488,2,1,1,1.82971154151714,2,1.174428420063371,2,4,4,3.773887520721354,4,1.9356927637013488,2,4,16,8,8,4,1,1.0,2.0,4.0,8.0,8.0,32.0,,32,16,16,8,8,8,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
38,0.3445052157377211,0.0024951346448052,0.3420100810929158,32,0.0289799100698459,7,activation_whitened,6,8,5.065106372056152,8,2.3749451552437764,4,3,4,2.8595452263656247,4,1.4231815459518091,2,6,8,5.065106372056152,8,2.3749451552437764,4,8,16,8,8,4,2,2.0,4.0,4.0,8.0,8.0,16.0,,32,16,8,8,8,8,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
39,0.0566249735946736,0.0025010120050037,0.0541239615896698,32,0.0033804517073801,1,activation_whitened,1,1,1.0878065217801445,2,1.0087426903619308,2,1,1,1.0391530027353637,2,1.0039707224044396,2,1,1,1.0878065217801445,2,1.0087426903619308,2,1,4,2,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4,4,4,4,4,4,4,2,runs/20260612_185340_stage4_hard_s113,hard_knee,113
40,0.2843884911084275,0.0024992358892382,0.2818892552191893,32,0.0257199711903864,7,activation_whitened,7,8,5.745679740566727,8,3.883525764963863,4,4,4,4.664166953040923,8,2.754738463244306,4,7,8,5.745679740566727,8,3.883525764963863,4,8,32,16,4,4,2,4.0,4.0,4.0,4.0,8.0,32.0,,32,16,16,16,8,8,8,4,runs/20260612_185340_stage4_hard_s113,hard_knee,113
41,0.2267380916214243,0.0025084273261131,0.2242296642953112,32,0.0156078134949065,5,activation_whitened,5,8,4.862638911047828,8,3.1684976122311395,4,5,8,3.775323488454314,4,1.8886109760227128,2,5,8,4.862638911047828,8,3.1684976122311395,4,8,16,16,8,4,2,4.0,4.0,4.0,8.0,8.0,16.0,,16,16,16,16,16,16,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
42,0.1099687010893883,0.0025062865664526,0.1074624145229357,32,0.0033609448929728,1,activation_whitened,1,1,1.085757262722366,2,1.0095259188119292,2,1,1,1.041525957493146,2,1.004770856479784,2,1,1,1.085757262722366,2,1.0095259188119292,2,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,1,1,1,1,1,runs/20260612_185340_stage4_hard_s113,hard_knee,113
43,0.4665451225338426,0.0024960729359573,0.4640490495978853,32,0.0066242363438859,5,activation_whitened,5,8,4.773547445525312,8,3.0321541725777603,4,4,4,3.240591955751236,4,1.6342912883015548,2,5,8,4.773547445525312,8,3.0321541725777603,4,8,8,8,8,4,2,2.0,4.0,4.0,4.0,4.0,8.0,8.0,8,8,8,8,8,8,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
44,0.1943715508186912,0.0025003103603907,0.1918712404583005,32,0.0402178242420492,8,activation_whitened,8,8,7.279098210028641,8,4.300380483934953,8,4,4,4.670427868116994,8,1.896131459343161,2,8,8,7.279098210028641,8,4.300380483934953,8,8,32,16,16,8,2,4.0,8.0,16.0,32.0,,,,32,32,32,16,16,16,16,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
45,0.0852223988421065,0.0025024379428437,0.0827199608992628,32,0.003322425668525,1,activation_whitened,1,1,1.103691722836668,2,1.011509588384996,2,1,1,1.0487931196935658,2,1.005533870426977,2,1,1,1.103691722836668,2,1.011509588384996,2,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,1,1,1,1,1,runs/20260612_185340_stage4_hard_s113,hard_knee,113
46,0.2364551822020361,0.0024953665591913,0.2339598156428448,32,0.013574928723379,5,activation_whitened,5,8,4.789960106756308,8,3.2660363358840723,4,4,4,3.758772535932567,4,1.9655288420675308,2,5,8,4.789960106756308,8,3.2660363358840723,4,8,16,8,8,4,2,2.0,4.0,4.0,8.0,8.0,8.0,32.0,16,16,8,8,8,8,8,8,runs/20260612_185340_stage4_hard_s113,hard_knee,113
47,0.1264662585645234,0.0025090381870337,0.1239572203774897,32,0.0266181853614,6,activation_whitened,6,8,5.122277153160143,8,3.13760156872233,4,4,4,4.085019671394625,8,2.4791634176392443,4,6,8,5.122277153160143,8,3.13760156872233,4,8,32,16,8,4,2,4.0,4.0,8.0,32.0,,,,32,32,16,16,16,8,4,4,runs/20260612_185340_stage4_hard_s113,hard_knee,113
0,0.0896229123561102,0.0144249814824606,0.0751979308736496,32,0.0312103305740418,3,activation_whitened,3,4,4.416004254135097,8,2.29227196650507,4,3,4,3.169957010100981,4,1.7561728908354777,2,3,4,4.416004254135097,8,2.29227196650507,4,4,16,8,8,4,1,4.0,4.0,8.0,,,,,32,16,16,16,8,8,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
1,0.2700288968482248,0.0143590109311874,0.2556698859170374,32,0.0548097321566787,8,activation_whitened,8,8,8.043038680923674,16,3.7674657636276505,4,4,4,4.800534763969998,8,1.936106378734603,2,8,8,8.043038680923674,16,3.7674657636276505,4,8,32,32,16,8,2,4.0,8.0,8.0,32.0,,,,32,32,32,32,16,16,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
2,0.0938061777266051,0.0144115228192896,0.0793946549073155,32,0.0192515516625349,1,activation_whitened,1,1,1.9936319202851664,2,1.1110018163716768,2,1,1,1.8051523753186645,2,1.1101382829587554,2,1,1,1.9936319202851664,2,1.1110018163716768,2,1,2,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,8,2,2,2,2,2,2,1,runs/20260612_193443_stage4_sample_s101,sample_limited,101
3,0.1207256415999459,0.0143741662200521,0.1063514753798938,32,0.0265976023726311,3,activation_whitened,3,4,4.383058233687068,8,2.212318902162973,4,3,4,3.199019619414518,4,1.6759296754351256,2,3,4,4.383058233687068,8,2.212318902162973,4,4,32,8,4,4,1,2.0,2.0,4.0,4.0,16.0,,,32,32,8,8,8,4,4,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
4,0.2351142649537797,0.0144084549731041,0.2207058099806756,32,0.0235415627670827,3,activation_whitened,3,4,3.783943047883371,4,2.5273422291230743,4,3,4,2.74277639639475,4,1.5890850658953812,2,3,4,3.783943047883371,4,2.5273422291230743,4,4,4,4,4,4,2,2.0,2.0,2.0,4.0,4.0,4.0,8.0,8,8,4,4,4,4,4,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
5,0.2211635567378104,0.0144161136368377,0.2067474431009727,32,0.0228386069963263,2,activation_whitened,2,2,2.6922553141562093,4,1.615915144592625,2,2,2,1.793541311441314,2,1.2145120691211322,2,2,2,2.6922553141562093,4,1.615915144592625,2,2,2,2,2,2,1,1.0,1.0,2.0,2.0,2.0,2.0,8.0,8,4,4,2,2,2,2,2,runs/20260612_193443_stage4_sample_s101,sample_limited,101
6,0.1390055758971452,0.0143989717473908,0.1246066041497544,32,0.0341724243479563,8,activation_whitened,4,4,5.037140180920245,8,1.991904671026764,2,3,4,3.3413005158558025,4,1.6328671699734534,2,4,4,5.037140180920245,8,1.991904671026764,2,4,32,8,8,2,1,2.0,2.0,4.0,16.0,,,,32,32,8,8,8,8,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
7,0.1535189000229921,0.0143411033052068,0.1391777967177853,32,0.0329357838272742,5,activation_whitened,5,8,5.610193482110098,8,2.6813922137179227,4,4,4,4.433691074171392,8,2.737650891927534,4,5,8,5.610193482110098,8,2.6813922137179227,4,8,16,16,4,4,2,2.0,4.0,4.0,8.0,16.0,,,16,16,16,16,16,4,4,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
8,0.2228325885964648,0.0143374103385587,0.2084951782579061,32,0.0425178771953741,7,activation_whitened,7,8,6.605024368226356,8,3.233575363421376,4,5,8,4.632412289802812,8,2.235778391039233,4,7,8,6.605024368226356,8,3.233575363421376,4,8,32,8,8,4,2,4.0,4.0,4.0,8.0,32.0,,,32,32,16,8,8,8,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
9,0.0624980672358808,0.01441267034347,0.0480853968924108,32,0.0191734344983983,1,activation_whitened,1,1,2.3313078540847605,4,1.136992482624046,2,1,1,1.791138136682782,2,1.1023759490417124,2,1,1,2.3313078540847605,4,1.136992482624046,2,1,2,1,1,1,1,1.0,1.0,1.0,1.0,1.0,32.0,,2,2,2,2,2,2,2,2,runs/20260612_193443_stage4_sample_s101,sample_limited,101
10,0.0517084979553044,0.0144502318782097,0.0372582660770947,32,0.0215210936184694,1,activation_whitened,1,1,4.009606726782371,8,1.309061325742004,2,1,1,1.7593170538670162,2,1.1050040229101965,2,1,1,4.009606726782371,8,1.309061325742004,2,1,8,2,1,1,1,1.0,1.0,1.0,32.0,,,,4,4,4,4,4,2,2,2,runs/20260612_193443_stage4_sample_s101,sample_limited,101
11,0.1005075699157862,0.0144183802368412,0.086089189678945,32,0.0368411365069767,6,activation_whitened,5,8,5.203048492256683,8,2.083477796731323,4,2,2,2.8076628974681457,4,1.453352034594152,2,5,8,5.203048492256683,8,2.083477796731323,4,8,32,8,4,4,1,2.0,4.0,16.0,,,,,32,16,16,8,4,4,4,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
12,0.1395356744741782,0.0143995638499474,0.1251361106242308,32,0.0183900863887369,2,activation_whitened,2,2,2.6950085927342213,4,1.7181068192342106,2,2,2,2.022955562594052,4,1.39037693502295,2,2,2,2.6950085927342213,4,1.7181068192342106,2,2,4,2,2,2,1,1.0,2.0,2.0,2.0,2.0,2.0,4.0,8,4,4,4,4,4,2,2,runs/20260612_193443_stage4_sample_s101,sample_limited,101
13,0.0848137033188525,0.0143911749308269,0.0704225283880256,32,0.0300431469702927,3,activation_whitened,3,4,5.149575494961911,8,2.4556736763981144,4,3,4,2.834492772678333,4,1.4642820324981116,2,3,4,5.149575494961911,8,2.4556736763981144,4,4,32,8,8,2,1,2.0,4.0,8.0,,,,,32,32,8,8,8,8,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
14,0.0682182870933199,0.0143924975840533,0.0538257895092666,32,0.0219704174071032,2,activation_whitened,2,2,3.4660044310417577,4,1.616267814169802,2,2,2,2.4273735986929794,4,1.4683545376288465,2,2,2,3.4660044310417577,4,1.616267814169802,2,2,32,8,2,2,1,1.0,2.0,2.0,8.0,32.0,,,32,32,8,4,4,4,4,2,runs/20260612_193443_stage4_sample_s101,sample_limited,101
15,0.1350374068684714,0.0144085628426585,0.1206288440258129,32,0.0379835059499902,4,activation_whitened,4,4,4.857446542650782,8,2.333200941591992,4,4,4,2.868312113391977,4,1.4637818406985443,2,4,4,4.857446542650782,8,2.333200941591992,4,4,32,16,16,4,1,2.0,4.0,16.0,32.0,,,,32,32,16,16,16,16,16,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
16,0.1764502598860405,0.0144222071556668,0.1620280527303736,32,0.0538401975180235,8,activation_whitened,8,8,7.911773871002649,8,3.432569598771672,4,4,4,4.915959156650241,8,2.302866330587208,4,8,8,7.911773871002649,8,3.432569598771672,4,8,32,16,8,4,1,4.0,8.0,16.0,,,,,32,32,32,8,8,8,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
17,0.1036995026010698,0.0143905706387024,0.0893089319623674,32,0.0192320147345009,1,activation_whitened,1,1,1.9019297699720747,2,1.1008746223650254,2,1,1,1.4716388394138076,2,1.0640455504479125,2,1,1,1.9019297699720747,2,1.1008746223650254,2,1,2,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,2,2,2,2,2,2,2,2,runs/20260612_193443_stage4_sample_s101,sample_limited,101
18,0.2047379032701888,0.014380496705845,0.1903574065643438,32,0.0200480321949565,2,activation_whitened,2,2,2.442339983232807,4,1.4698307312219994,2,2,2,1.7024935750001085,2,1.1973119607976093,2,2,2,2.442339983232807,4,1.4698307312219994,2,2,2,2,2,2,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,8,2,2,2,2,2,2,2,runs/20260612_193443_stage4_sample_s101,sample_limited,101
19,0.1376701773056045,0.0144291879387501,0.1232409893668543,32,0.0406904471246887,8,activation_whitened,6,8,7.221981909835188,8,3.38365593809265,4,4,4,5.197576323790883,8,2.86978848894701,4,6,8,7.221981909835188,8,3.38365593809265,4,8,32,16,4,4,2,4.0,4.0,4.0,,,,,32,32,16,16,8,8,4,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
20,0.3975860286180082,0.0144260148443558,0.3831600137736524,32,0.0388494688355124,7,activation_whitened,7,8,6.995606986664911,8,3.9605968921968304,4,5,8,5.512655893716322,8,2.6381024452416533,4,7,8,6.995606986664911,8,3.9605968921968304,4,8,16,8,8,8,4,4.0,4.0,8.0,8.0,8.0,16.0,,32,16,16,8,8,8,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
21,0.0598057107980248,0.0145280134240682,0.0452776973739565,32,0.0214206536023599,2,activation_whitened,2,2,3.9330770259872536,4,1.8240661847488984,2,2,2,2.629625279590289,4,1.6416330759030942,2,2,2,3.9330770259872536,4,1.8240661847488984,2,2,16,16,8,4,1,2.0,2.0,4.0,16.0,,,,16,16,16,16,16,8,8,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
22,0.1341071903658076,0.014433865476187,0.1196733248896206,32,0.0457941836626925,5,activation_whitened,5,8,6.175911084772629,8,3.650151854458273,4,3,4,3.5298396477539464,4,1.703866267780067,2,5,8,6.175911084772629,8,3.650151854458273,4,8,32,16,16,4,1,4.0,8.0,16.0,,,,,32,32,16,16,16,16,16,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
23,0.0635816629247282,0.0143604004640981,0.04922126246063,32,0.0225728547075517,2,activation_whitened,2,2,4.596566380799367,8,2.1252490924144096,4,2,2,2.965670668624948,4,1.9849197206469773,2,2,2,4.596566380799367,8,2.1252490924144096,4,2,16,8,4,2,1,2.0,2.0,4.0,16.0,,,,16,16,16,16,4,4,4,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
24,0.1407583150430176,0.0144287249435055,0.1263295900995121,32,0.0291182790295194,4,activation_whitened,4,4,5.203231576360555,8,2.821505217907059,4,4,4,3.820516590990483,4,2.1622303658887425,4,4,4,5.203231576360555,8,2.821505217907059,4,4,32,16,4,4,2,2.0,4.0,4.0,8.0,32.0,,,32,32,16,16,16,4,4,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
25,0.0618236742274776,0.0144214424325362,0.0474022317949414,32,0.0162277888224696,1,activation_whitened,1,1,2.0598937518554985,4,1.1053221926940304,2,1,1,1.3757249177613768,2,1.0424229103516849,2,1,1,2.0598937518554985,4,1.1053221926940304,2,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4,4,4,4,4,1,1,1,runs/20260612_193443_stage4_sample_s101,sample_limited,101
26,0.1819507740087969,0.0144348147786021,0.1675159592301948,32,0.0265292531529135,4,activation_whitened,4,4,4.89702285945861,8,3.138145591340938,4,4,4,4.05650323309869,8,2.821551468580203,4,4,4,4.89702285945861,8,3.138145591340938,4,4,16,8,4,4,2,2.0,4.0,4.0,4.0,8.0,16.0,,16,16,8,8,8,8,8,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
27,0.2122412898141681,0.0143832953551418,0.1978579944590263,32,0.0387006334592209,7,activation_whitened,6,8,5.760393019290889,8,2.367266842206082,4,4,4,3.875021632369776,4,1.7746058282681063,2,6,8,5.760393019290889,8,2.367266842206082,4,8,32,8,8,4,1,2.0,4.0,4.0,8.0,16.0,,,32,32,8,8,8,8,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
28,0.2597246454483301,0.014421943997028,0.2453027014513021,32,0.042848614275344,7,activation_whitened,7,8,7.344666460160058,8,4.19579374026382,8,6,8,5.337066917165298,8,2.73644562581543,4,7,8,7.344666460160058,8,4.19579374026382,8,8,32,16,8,8,2,4.0,4.0,8.0,8.0,16.0,,,32,32,16,16,16,8,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
29,0.2642131465709019,0.0143578003927173,0.2498553461781845,32,0.0381940292200022,6,activation_whitened,5,8,5.069973617235817,8,2.383408395619143,4,3,4,3.2666430837189813,4,1.5630968978317457,2,5,8,5.069973617235817,8,2.383408395619143,4,8,16,16,8,4,1,2.0,2.0,4.0,8.0,16.0,32.0,,16,16,16,16,16,8,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
30,0.1545205919243618,0.0143524611913249,0.1401681307330368,32,0.0323773940119347,5,activation_whitened,5,8,5.652668115392982,8,2.9234721577130003,4,5,8,4.5133778479982505,8,2.5216312352006987,4,5,8,5.652668115392982,8,2.9234721577130003,4,8,32,32,8,4,2,4.0,4.0,4.0,16.0,32.0,,,32,32,32,32,8,8,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
31,0.121381831325815,0.0144018996898397,0.1069799316359753,32,0.039629066536021,6,activation_whitened,6,8,5.966007820609713,8,2.433605492387356,4,4,4,3.736005881164117,4,1.671441839217545,2,6,8,5.966007820609713,8,2.433605492387356,4,8,16,8,4,4,1,4.0,4.0,8.0,,,,,32,16,16,8,8,8,8,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
32,0.2884426169523862,0.014382077591128,0.2740605393612582,32,0.0405218985591159,6,activation_whitened,6,8,5.527263094957676,8,2.594138945050557,4,2,2,3.301847562666119,4,1.6107148801581188,2,6,8,5.527263094957676,8,2.594138945050557,4,8,16,16,8,4,2,2.0,2.0,4.0,8.0,16.0,32.0,,32,16,16,16,16,8,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
33,0.0747223689666342,0.0143188639487777,0.0604035050178565,32,0.0277623980714525,2,activation_whitened,2,2,4.880703300443778,8,2.1367594714518705,4,2,2,3.4844362614661915,4,1.8567509657200845,2,2,2,4.880703300443778,8,2.1367594714518705,4,2,16,16,4,2,2,2.0,2.0,4.0,,,,,16,16,16,16,4,4,4,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
34,0.0738243953672604,0.0144807565154351,0.0593436388518253,32,0.0176250679524059,1,activation_whitened,1,1,1.9808662664206984,2,1.100462264845189,2,1,1,1.4120756663246272,2,1.0502143598021736,2,1,1,1.9808662664206984,2,1.100462264845189,2,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,1,1,1,1,1,1,1,1,runs/20260612_193443_stage4_sample_s101,sample_limited,101
35,0.1495815916581377,0.0144078806504659,0.1351737110076718,32,0.0495322584710443,8,activation_whitened,8,8,9.18222842107248,16,4.682742312109629,8,4,4,5.759638126822417,8,2.3364100321115915,4,8,8,9.18222842107248,16,4.682742312109629,8,8,32,32,16,8,2,8.0,16.0,32.0,,,,,32,32,32,32,16,16,16,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
36,0.1172425528532447,0.0143783575496421,0.1028641953036025,32,0.0180551103588337,2,activation_whitened,2,2,2.696962049021025,4,1.7191834625858855,2,2,2,2.1646977082455483,4,1.6173790885573402,2,2,2,2.696962049021025,4,1.7191834625858855,2,2,4,2,2,2,1,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4,4,4,4,4,4,2,2,runs/20260612_193443_stage4_sample_s101,sample_limited,101
37,0.2478892721639639,0.0144117407810662,0.2334775313828977,32,0.0521260295573174,7,activation_whitened,7,8,6.560313419517633,8,2.6842430017576664,4,3,4,4.149213435157265,8,1.921394205655972,2,7,8,6.560313419517633,8,2.6842430017576664,4,8,32,16,8,4,2,4.0,4.0,4.0,16.0,,,,32,32,16,16,16,8,8,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
38,0.156087864224714,0.0143894824091518,0.1416983818155621,32,0.0212917685479421,3,activation_whitened,3,4,3.5915870015925653,4,2.0083483873543706,4,3,4,2.83380298041587,4,1.6988123319098274,2,3,4,3.5915870015925653,4,2.0083483873543706,4,4,16,8,4,2,1,2.0,2.0,2.0,4.0,4.0,8.0,32.0,16,16,8,8,8,8,8,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
39,0.1338952848058923,0.0143499140658198,0.1195453707400725,32,0.0282945758865609,3,activation_whitened,3,4,4.03626911187433,8,2.218246478931907,4,3,4,2.65363794937323,4,1.4600679486392183,2,3,4,4.03626911187433,8,2.218246478931907,4,4,32,8,4,2,1,2.0,2.0,4.0,8.0,16.0,,,32,16,8,8,8,8,8,4,runs/20260612_193443_stage4_sample_s101,sample_limited,101
40,0.1899852329021146,0.0143550868129107,0.1756301460892039,32,0.0203544797877667,2,activation_whitened,2,2,2.471809146604204,4,1.4528990869727336,2,2,2,1.872950007046742,2,1.261141844672976,2,2,2,2.471809146604204,4,1.4528990869727336,2,2,2,2,2,2,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,runs/20260612_193443_stage4_sample_s101,sample_limited,101
41,0.1796537223290384,0.0144166816896159,0.1652370406394225,32,0.0549631915708523,8,activation_whitened,8,8,7.909871402439003,8,3.377333550014217,4,5,8,5.382169710312673,8,2.211351128292436,4,8,8,7.909871402439003,8,3.377333550014217,4,8,32,16,16,8,1,4.0,8.0,16.0,,,,,32,32,16,16,16,16,8,8,runs/20260612_193443_stage4_sample_s101,sample_limited,101
