layer,base_val_loss,oracle_val_loss,improvement_gap,best_rank,best_val_loss,true_k_strong,gradient_matrix_mode,gradient_detectable_rank,predicted_rank_detectable,gradient_effective_rank,predicted_rank_effective,gradient_stable_rank,predicted_rank_stable,raw_gradient_detectable_rank,predicted_rank_raw_detectable,raw_gradient_effective_rank,predicted_rank_raw_effective,raw_gradient_stable_rank,predicted_rank_raw_stable,whitened_gradient_detectable_rank,predicted_rank_whitened_detectable,whitened_gradient_effective_rank,predicted_rank_whitened_effective,whitened_gradient_stable_rank,predicted_rank_whitened_stable,predicted_rank_from_gradient,near_best_rank_gap_0.02,near_best_rank_gap_0.05,near_best_rank_gap_0.1,near_best_rank_gap_0.2,near_best_rank_gap_0.5,recovery_rank_0.5,recovery_rank_0.6,recovery_rank_0.7,recovery_rank_0.8,recovery_rank_0.85,recovery_rank_0.9,recovery_rank_0.95,penalized_rank_lambda_0.03,penalized_rank_lambda_0.05,penalized_rank_lambda_0.08,penalized_rank_lambda_0.1,penalized_rank_lambda_0.15,penalized_rank_lambda_0.2,penalized_rank_lambda_0.3,penalized_rank_lambda_0.5,run_dir,condition,seed
13,0.0572800488670212,0.014386810222454,0.0428932386445672,32,0.038913093221315,8,activation_whitened,5,8,8.62778204186828,16,2.6322210840493274,4,5,8,6.478371681527264,8,2.599144900018383,4,5,8,8.62778204186828,16,2.6322210840493274,4,8,32,32,16,8,1,,,,,,,,32,32,32,32,32,16,16,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
14,0.1465353610072007,0.0144692402454551,0.1320661207617456,32,0.0381078578947223,6,activation_whitened,5,8,5.202779816843614,8,2.186929770048263,4,4,4,3.603628660096615,4,1.7584479908542738,2,5,8,5.202779816843614,8,2.186929770048263,4,8,32,8,4,4,1,2.0,2.0,4.0,32.0,,,,32,32,8,8,8,8,8,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
15,0.2783313854990203,0.0143072404206002,0.2640241450784201,32,0.028796119366595,5,activation_whitened,5,8,5.815658094878624,8,3.431163082170832,4,5,8,4.380956012246948,8,2.1092278623265943,4,5,8,5.815658094878624,8,3.431163082170832,4,8,8,8,8,4,2,4.0,4.0,4.0,8.0,8.0,8.0,,8,8,8,8,8,8,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
16,0.1501825217293807,0.0143712123797564,0.1358113093496243,32,0.0225035980939318,3,activation_whitened,3,4,3.9015509381409696,4,2.7350928155969805,4,3,4,2.953250016426753,4,1.8609390171143727,2,3,4,3.9015509381409696,4,2.7350928155969805,4,4,8,8,4,4,2,2.0,2.0,4.0,4.0,4.0,8.0,,8,8,8,8,8,8,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
17,0.1259277441216959,0.0145091928094197,0.1114185513122762,32,0.0216457302753353,2,activation_whitened,2,2,3.1080118374493773,4,1.8148734038541448,2,2,2,2.336161315566946,4,1.574209785113324,2,2,2,3.1080118374493773,4,1.8148734038541448,2,2,4,2,2,2,1,1.0,2.0,2.0,2.0,2.0,2.0,,4,4,4,4,4,4,4,2,runs/20260612_201022_stage4_sample_s107,sample_limited,107
18,0.1101988293581336,0.0143806503404275,0.0958181790177061,32,0.0270175987865673,3,activation_whitened,3,4,4.23723262952505,8,2.180415391303936,4,3,4,3.606916646571075,4,2.2921073436698385,4,3,4,4.23723262952505,8,2.180415391303936,4,4,32,32,8,4,1,4.0,4.0,8.0,8.0,32.0,,,32,32,8,8,8,8,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
19,0.186490685491491,0.0143920123097368,0.1720986731817542,32,0.0352010899301372,5,activation_whitened,5,8,4.963916346348465,8,2.304976245794324,4,4,4,3.727405836596173,4,1.9069647134366887,2,5,8,4.963916346348465,8,2.304976245794324,4,8,32,16,4,4,1,2.0,4.0,4.0,8.0,16.0,,,32,32,16,16,16,4,4,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
20,0.1367166661591549,0.0143936657986607,0.1223230003604942,32,0.0445502050913078,8,activation_whitened,5,8,5.290798069440273,8,2.0087395100328505,4,2,2,2.7642425396501267,4,1.4181278126533232,2,5,8,5.290798069440273,8,2.0087395100328505,4,8,16,8,4,2,1,1.0,2.0,8.0,,,,,16,16,16,16,8,4,4,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
21,0.0542947461442995,0.0144141918689021,0.0398805542753974,16,0.0198956268282968,2,activation_whitened,2,2,3.807163606201917,4,1.9243822717110888,2,2,2,2.363992070372391,4,1.6481917711959235,2,2,2,3.807163606201917,4,1.9243822717110888,2,2,16,4,4,2,1,2.0,2.0,2.0,4.0,16.0,,,16,16,16,8,4,4,4,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
22,0.2635099574193605,0.0143511635300454,0.2491587938893151,32,0.0545377864982364,8,activation_whitened,8,8,7.717244578675963,8,4.144318509389472,8,4,4,5.0197748020775865,8,2.07044176137396,4,8,8,7.717244578675963,8,4.144318509389472,8,8,32,32,8,4,2,4.0,4.0,8.0,32.0,,,,32,32,32,32,8,8,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
23,0.1786531597041455,0.0143401209658252,0.1643130387383203,32,0.0591818340985114,8,activation_whitened,7,8,6.895289142244384,8,2.75455947445367,4,3,4,3.987221460257111,4,1.9139156449061463,2,7,8,6.895289142244384,8,2.75455947445367,4,8,32,16,8,4,1,2.0,8.0,32.0,,,,,32,32,32,16,16,8,8,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
24,0.1162781063040079,0.0145028097017917,0.1017752966022162,32,0.0296923015499429,4,activation_whitened,4,4,5.669149022140465,8,3.3252933062466368,4,4,4,4.023685991030459,8,2.0213793259205275,4,4,4,5.669149022140465,8,3.3252933062466368,4,4,32,16,8,8,2,4.0,4.0,8.0,16.0,32.0,,,32,32,16,16,8,8,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
25,0.185743385433523,0.0144277995255594,0.1713155859079636,32,0.051958910004684,8,activation_whitened,8,8,7.96404606415694,8,3.356772480652477,4,3,4,4.267735506954319,8,1.805314824112175,2,8,8,7.96404606415694,8,3.356772480652477,4,8,32,32,8,4,1,4.0,4.0,8.0,,,,,32,32,32,8,8,8,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
26,0.1253463602680287,0.0143698344612167,0.110976525806812,32,0.0412589445328001,5,activation_whitened,5,8,6.042857806399626,8,3.103483087138277,4,3,4,3.74340743116169,4,2.069304498313437,4,5,8,6.042857806399626,8,3.103483087138277,4,8,32,16,8,4,2,4.0,4.0,16.0,,,,,32,32,32,16,16,16,8,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
27,0.1158496531756255,0.0142649981045489,0.1015846550710766,32,0.0269132070575726,3,activation_whitened,3,4,3.6765203173002665,4,1.846576529179216,2,3,4,2.31681262653586,4,1.3796605459571727,2,3,4,3.6765203173002665,4,1.846576529179216,2,4,16,8,4,2,1,1.0,2.0,2.0,4.0,16.0,,,32,16,16,8,8,4,4,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
28,0.2140533624425435,0.0143489864954864,0.1997043759470571,32,0.0500515792471527,7,activation_whitened,7,8,7.722729570382511,8,4.98421446114062,8,6,8,5.595897802599034,8,2.599785844343605,4,7,8,7.722729570382511,8,4.98421446114062,8,8,32,32,16,8,2,4.0,8.0,16.0,32.0,,,,32,32,32,32,16,16,16,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
29,0.1568492744594108,0.0143945011992839,0.1424547732601269,32,0.021475035306671,3,activation_whitened,3,4,3.68736104163148,4,2.241584036774233,4,3,4,3.196805899804769,4,2.1359666233244936,4,3,4,3.68736104163148,4,2.241584036774233,4,4,8,4,4,4,2,2.0,2.0,2.0,4.0,4.0,4.0,32.0,16,8,8,4,4,4,4,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
30,0.1947923960250365,0.0144327346035147,0.1803596614215218,32,0.036191828996371,8,activation_whitened,5,8,5.028825851295739,8,2.1658676544511217,4,4,4,4.000329078243032,8,2.15395894821907,4,5,8,5.028825851295739,8,2.1658676544511217,4,8,16,8,4,4,1,2.0,2.0,4.0,4.0,8.0,,,32,8,8,8,8,8,8,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
31,0.1212774510020436,0.0144720112883836,0.10680543971366,32,0.0350569882569345,8,activation_whitened,4,4,5.50458307698925,8,2.183693821259512,4,3,4,3.4072578977480656,4,1.5949771222989844,2,4,4,5.50458307698925,8,2.183693821259512,4,4,32,8,4,2,1,2.0,2.0,4.0,32.0,,,,32,16,16,8,8,8,4,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
32,0.0455850729357181,0.0144782130847232,0.0311068598509949,32,0.0235283337533829,2,activation_whitened,2,2,5.522946927479525,8,2.066635797467772,4,2,2,3.209066706084478,4,1.8642032819008745,2,2,2,5.522946927479525,8,2.066635797467772,4,2,32,16,16,4,1,4.0,8.0,32.0,,,,,32,32,32,16,16,16,8,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
33,0.2358932284668229,0.0144333068915273,0.2214599215752956,32,0.0500060812582786,8,activation_whitened,8,8,7.282516427850614,8,3.213565012804278,4,6,8,6.172667950692029,8,3.330138898456356,4,8,8,7.282516427850614,8,3.213565012804278,4,8,32,16,16,8,2,4.0,4.0,8.0,16.0,,,,32,32,16,16,16,16,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
34,0.2217287886854698,0.0143723909886165,0.2073563976968533,32,0.0326635299146144,4,activation_whitened,4,4,5.057388152832995,8,2.982566594215713,4,4,4,3.63474913968886,4,1.9600634315714909,2,4,4,5.057388152832995,8,2.982566594215713,4,4,16,8,4,4,2,2.0,4.0,4.0,4.0,8.0,16.0,,16,16,8,8,8,8,8,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
35,0.1950498660109928,0.0143540540497159,0.1806958119612769,32,0.0412705647020501,6,activation_whitened,6,8,5.891224610859426,8,2.7858778108625226,4,5,8,4.281038632078289,8,1.9468065107154824,2,6,8,5.891224610859426,8,2.7858778108625226,4,8,32,16,8,4,2,2.0,4.0,4.0,16.0,32.0,,,32,32,16,16,8,8,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
36,0.1825155047165881,0.0144189238229614,0.1680965808936267,32,0.026904485914308,4,activation_whitened,4,4,3.5873885806089807,4,1.7022564213128608,2,4,4,2.430247560432508,4,1.342124382798551,2,4,4,3.5873885806089807,4,1.7022564213128608,2,4,16,8,4,2,1,1.0,2.0,2.0,2.0,4.0,16.0,,32,16,16,16,4,4,4,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
37,0.3312333291292544,0.0144357952784574,0.316797533850797,32,0.0460804591496767,7,activation_whitened,7,8,6.790571151205612,8,3.6076760216354335,4,5,8,4.696304644633223,8,2.168567448128066,4,7,8,6.790571151205612,8,3.6076760216354335,4,8,32,16,8,8,2,4.0,4.0,8.0,8.0,16.0,32.0,,32,32,16,16,16,16,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
38,0.1274551818547803,0.0144808293436895,0.1129743525110908,32,0.0392706139795172,7,activation_whitened,5,8,5.869791470966045,8,2.362159844206772,4,3,4,3.459450067180569,4,1.638065957598277,2,5,8,5.869791470966045,8,2.362159844206772,4,8,16,8,4,2,1,2.0,2.0,8.0,,,,,16,16,16,16,8,8,8,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
39,0.345399920282929,0.0143949949024334,0.3310049253804956,32,0.0538734556681326,8,activation_whitened,7,8,6.306500394015026,8,2.723536795750156,4,4,4,4.511712496231286,8,2.008012829433004,4,7,8,6.306500394015026,8,2.723536795750156,4,8,16,16,8,4,2,2.0,4.0,4.0,8.0,16.0,,,16,16,16,16,8,8,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
40,0.1149027658577073,0.0143960095732902,0.1005067562844171,32,0.0241908903969879,2,activation_whitened,2,2,3.3676341379657884,4,1.9151870740573225,2,2,2,2.7076414787449297,4,2.030723384891305,4,2,2,3.3676341379657884,4,1.9151870740573225,2,2,8,4,2,2,1,2.0,2.0,2.0,2.0,4.0,32.0,,8,8,4,4,4,4,4,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
41,0.1205160176767888,0.0144120136641204,0.1061040040126684,32,0.0337925945817035,4,activation_whitened,4,4,5.299935311490408,8,2.873567666449844,4,4,4,3.559229181187452,4,1.832079523588798,2,4,4,5.299935311490408,8,2.873567666449844,4,4,32,16,8,4,1,2.0,4.0,8.0,32.0,,,,32,32,32,16,16,8,8,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
42,0.2055522969477967,0.0143905563813887,0.191161740566408,32,0.0359016465341479,5,activation_whitened,5,8,5.43252494741598,8,2.661377224035531,4,4,4,3.8780175339658864,4,2.019867456268454,4,5,8,5.43252494741598,8,2.661377224035531,4,8,32,16,8,4,2,2.0,4.0,8.0,8.0,32.0,,,32,32,16,16,8,8,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
43,0.1142120226153305,0.0143770671142409,0.0998349555010896,32,0.0397607561172988,8,activation_whitened,5,8,6.864389196780741,8,2.633253700095597,4,4,4,4.237797678810203,8,1.905958930899456,2,5,8,6.864389196780741,8,2.633253700095597,4,8,32,32,8,4,1,4.0,8.0,32.0,,,,,32,32,32,32,16,8,8,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
44,0.0655580239271104,0.0145055051758262,0.0510525187512841,32,0.0265122251902225,3,activation_whitened,3,4,4.90300871240791,8,2.1555910880185203,4,3,4,3.5074117830282057,4,2.0554058166989893,4,3,4,4.90300871240791,8,2.1555910880185203,4,4,32,16,8,4,1,4.0,8.0,16.0,,,,,32,32,16,16,16,16,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
45,0.2067785532591722,0.0144794575912642,0.1922990956679079,32,0.0357571631242292,6,activation_whitened,6,8,6.371909160990247,8,3.608872345978273,4,5,8,4.776192076043007,8,2.535662393125044,4,6,8,6.371909160990247,8,3.608872345978273,4,8,32,16,8,4,2,2.0,4.0,4.0,8.0,16.0,,,32,32,8,8,8,8,8,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
46,0.2005378485262263,0.0144200500519304,0.1861177984742959,32,0.0333730855492081,5,activation_whitened,5,8,4.382205385415679,8,2.045804229226993,4,2,2,2.4514364158526765,4,1.340549656445394,2,5,8,4.382205385415679,8,2.045804229226993,4,8,16,8,4,2,1,1.0,2.0,2.0,4.0,16.0,,,32,16,16,16,8,8,8,4,runs/20260612_201022_stage4_sample_s107,sample_limited,107
47,0.2480939935527028,0.0144521840708603,0.2336418094818425,32,0.0511184447610616,8,activation_whitened,8,8,8.35967286448773,16,4.7126985726392645,8,6,8,6.7169832559618925,8,3.915080480705469,4,8,8,8.35967286448773,16,4.7126985726392645,8,8,32,16,16,8,2,4.0,8.0,8.0,32.0,,,,32,32,32,16,16,16,16,8,runs/20260612_201022_stage4_sample_s107,sample_limited,107
0,0.2061208424093136,0.0144899956691148,0.1916308467401988,32,0.0336181423740437,5,activation_whitened,5,8,4.42775461155798,8,2.011725431276401,4,3,4,3.111919330486308,4,1.5982899969134945,2,5,8,4.42775461155798,8,2.011725431276401,4,8,32,8,8,4,1,2.0,2.0,4.0,8.0,8.0,32.0,,32,8,8,8,8,8,8,8,runs/20260612_202808_stage4_sample_s109,sample_limited,109
1,0.1813924174235361,0.0144875667666707,0.1669048506568654,32,0.0348449720479556,5,activation_whitened,5,8,5.090913572832065,8,2.835013679220219,4,4,4,3.783039278750527,4,2.0633225940905384,4,5,8,5.090913572832065,8,2.835013679220219,4,8,32,8,4,4,2,2.0,2.0,4.0,8.0,16.0,,,32,16,8,8,8,8,8,4,runs/20260612_202808_stage4_sample_s109,sample_limited,109
2,0.0929185150405705,0.0144067036954619,0.0785118113451086,32,0.0241673481176352,3,activation_whitened,3,4,4.0825429129917294,8,1.8406593917672496,2,3,4,2.957047128125511,4,1.6669965253632444,2,3,4,4.0825429129917294,8,1.8406593917672496,2,4,32,16,4,4,1,2.0,2.0,4.0,4.0,32.0,,,32,32,4,4,4,4,4,4,runs/20260612_202808_stage4_sample_s109,sample_limited,109
3,0.0909984350657532,0.014433467181581,0.0765649678841721,32,0.0166002479997286,1,activation_whitened,1,1,1.683032701682175,2,1.070065983003472,2,1,1,1.3408102061830376,2,1.039946304297625,2,1,1,1.683032701682175,2,1.070065983003472,2,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2,2,2,1,1,1,runs/20260612_202808_stage4_sample_s109,sample_limited,109
4,0.0996421971545813,0.0143879428669941,0.0852542542875871,32,0.0248179903398562,3,activation_whitened,3,4,4.435029163003796,8,2.2201952486098504,4,3,4,2.793242599563726,4,1.5166280005471569,2,3,4,4.435029163003796,8,2.2201952486098504,4,4,16,8,8,4,1,2.0,2.0,4.0,8.0,16.0,,,16,16,16,16,8,8,8,8,runs/20260612_202808_stage4_sample_s109,sample_limited,109
5,0.071786188188537,0.0143968151816806,0.0573893730068564,32,0.0346056352248862,8,activation_whitened,5,8,7.15958588164991,8,2.524483810217494,4,3,4,4.277443761077899,8,1.872314246214736,2,5,8,7.15958588164991,8,2.524483810217494,4,8,32,32,8,2,1,4.0,32.0,,,,,,32,32,8,8,8,8,8,4,runs/20260612_202808_stage4_sample_s109,sample_limited,109
6,0.1966427933175487,0.0143675053208473,0.1822752879967014,32,0.0529923108984237,7,activation_whitened,7,8,7.13392997644237,8,3.499672003172504,4,5,8,5.639694094639102,8,2.874481746136955,4,7,8,7.13392997644237,8,3.499672003172504,4,8,32,16,8,4,2,4.0,4.0,16.0,,,,,32,32,16,16,16,16,4,4,runs/20260612_202808_stage4_sample_s109,sample_limited,109
7,0.1855158068524538,0.0144377705098277,0.1710780363426261,32,0.0451508744292179,7,activation_whitened,6,8,6.290982525422799,8,2.851075402139098,4,5,8,4.399624237253475,8,1.921299936977624,2,6,8,6.290982525422799,8,2.851075402139098,4,8,32,16,8,4,1,4.0,4.0,8.0,32.0,,,,32,32,16,16,16,8,8,4,runs/20260612_202808_stage4_sample_s109,sample_limited,109
8,0.1350229376923281,0.0145245922450294,0.1204983454472986,32,0.0419546496882058,8,activation_whitened,5,8,6.561050169820248,8,3.025860547122644,4,3,4,3.703452872986536,4,1.6707140730450578,2,5,8,6.561050169820248,8,3.025860547122644,4,8,32,8,8,4,1,4.0,4.0,8.0,,,,,32,32,8,8,8,8,8,8,runs/20260612_202808_stage4_sample_s109,sample_limited,109
9,0.0774163581574739,0.0144822393329987,0.0629341188244752,32,0.0402622571441167,7,activation_whitened,6,8,8.37763566583302,16,3.802399546002497,4,4,4,5.173618570707324,8,2.168909658082969,4,6,8,8.37763566583302,16,3.802399546002497,4,8,32,32,16,8,1,32.0,,,,,,,32,32,32,32,32,8,8,8,runs/20260612_202808_stage4_sample_s109,sample_limited,109
10,0.1875836339643703,0.0144245833840823,0.173159050580288,32,0.0227795965656533,3,activation_whitened,3,4,3.9064733799924567,4,2.597724696766226,4,3,4,3.278175642701298,4,2.026828054704896,4,3,4,3.9064733799924567,4,2.597724696766226,4,4,4,4,4,4,2,2.0,2.0,4.0,4.0,4.0,4.0,32.0,16,4,4,4,4,4,4,4,runs/20260612_202808_stage4_sample_s109,sample_limited,109
11,0.1385477326319618,0.0143965947571899,0.1241511378747718,32,0.0211232905801792,2,activation_whitened,2,2,2.6972541000114822,4,1.774645077679906,2,2,2,2.337038577553363,4,1.765599439152683,2,2,2,2.6972541000114822,4,1.774645077679906,2,2,8,2,2,2,1,1.0,2.0,2.0,2.0,2.0,2.0,,8,8,2,2,2,2,2,2,runs/20260612_202808_stage4_sample_s109,sample_limited,109
12,0.1674661905238154,0.0144387554035549,0.1530274351202604,32,0.0377184290363813,5,activation_whitened,5,8,5.117909725605643,8,2.3044863086900524,4,3,4,3.287413013838723,4,1.6565253090262702,2,5,8,5.117909725605643,8,2.3044863086900524,4,8,16,16,8,4,1,2.0,2.0,4.0,16.0,,,,16,16,16,16,16,8,8,8,runs/20260612_202808_stage4_sample_s109,sample_limited,109
13,0.2840264659885207,0.0144131879900571,0.2696132779984636,32,0.0358929058829509,5,activation_whitened,5,8,5.80214491111477,8,3.904133526439888,4,4,4,4.26772344539468,8,2.051782951850281,4,5,8,5.80214491111477,8,3.904133526439888,4,8,16,8,8,4,4,4.0,4.0,4.0,8.0,8.0,16.0,,32,8,8,8,8,8,8,8,runs/20260612_202808_stage4_sample_s109,sample_limited,109
14,0.1645342858850546,0.0144214702973884,0.1501128155876661,32,0.0548726871469904,8,activation_whitened,8,8,8.322114293092243,16,3.966357327961193,4,4,4,5.933709959755219,8,2.826353271824898,4,8,8,8.322114293092243,16,3.966357327961193,4,8,32,16,8,8,2,4.0,8.0,32.0,,,,,32,32,32,16,16,8,8,8,runs/20260612_202808_stage4_sample_s109,sample_limited,109
15,0.1874539901697395,0.014431966661503,0.1730220235082364,32,0.0354821054585336,5,activation_whitened,4,4,4.454277736860301,8,1.9603984623278448,2,4,4,3.1302375783050933,4,1.515091480111162,2,4,4,4.454277736860301,8,1.9603984623278448,2,4,16,8,8,4,1,1.0,2.0,4.0,8.0,16.0,,,16,16,16,8,8,8,8,4,runs/20260612_202808_stage4_sample_s109,sample_limited,109
16,0.1504932243098029,0.014395038629426,0.1360981856803768,32,0.0223054312109513,2,activation_whitened,2,2,2.906688683026017,4,1.8867483186991505,2,2,2,2.165594976565343,4,1.3963215290544198,2,2,2,2.906688683026017,4,1.8867483186991505,2,2,8,2,2,2,1,2.0,2.0,2.0,2.0,2.0,4.0,,8,8,8,4,4,4,4,2,runs/20260612_202808_stage4_sample_s109,sample_limited,109
17,0.0682261283276048,0.0143766633405106,0.0538494649870942,32,0.0275442709813742,3,activation_whitened,3,4,4.703906695326125,8,2.117901869346529,4,3,4,3.515480293687037,4,2.147287771185553,4,3,4,4.703906695326125,8,2.117901869346529,4,4,32,32,16,2,1,2.0,4.0,32.0,,,,,32,32,32,32,4,4,4,4,runs/20260612_202808_stage4_sample_s109,sample_limited,109
18,0.0577504232806973,0.014464891933747,0.0432855313469503,32,0.0368611229224482,3,activation_whitened,3,4,6.590572685239465,8,3.028749190224307,4,3,4,4.393195996596592,8,1.958797637187792,2,3,4,6.590572685239465,8,3.028749190224307,4,4,16,16,16,8,1,,,,,,,,32,16,16,16,16,16,16,16,runs/20260612_202808_stage4_sample_s109,sample_limited,109
19,0.1812426966495962,0.0144379411248491,0.166804755524747,32,0.0283946193932137,4,activation_whitened,4,4,4.810927106329103,8,2.704025102833888,4,4,4,3.053465398262093,4,1.5507618507145462,2,4,4,4.810927106329103,8,2.704025102833888,4,4,16,16,8,4,2,2.0,4.0,4.0,8.0,16.0,16.0,,16,16,16,16,16,16,8,8,runs/20260612_202808_stage4_sample_s109,sample_limited,109
20,0.0937561619069547,0.0143751336558862,0.0793810282510684,32,0.0251400235985381,2,activation_whitened,2,2,3.851141536781959,4,2.0192416401779267,4,2,2,3.190803623447505,4,2.009044076522445,4,2,2,3.851141536781959,4,2.0192416401779267,4,2,32,8,8,4,2,2.0,2.0,4.0,8.0,32.0,,,32,32,8,8,8,8,8,8,runs/20260612_202808_stage4_sample_s109,sample_limited,109
21,0.0747420721672053,0.0143818609969535,0.0603602111702517,32,0.0272091763473563,1,activation_whitened,3,4,4.079830706419751,8,1.3799698163641787,2,3,4,3.63181081739241,4,1.4788014274545795,2,3,4,4.079830706419751,8,1.3799698163641787,2,4,32,16,4,1,1,1.0,1.0,4.0,,,,,32,32,8,4,4,4,4,1,runs/20260612_202808_stage4_sample_s109,sample_limited,109
22,0.1304481648885356,0.014375050421577,0.1160731144669586,32,0.0344949379592956,5,activation_whitened,5,8,4.555283295450939,8,1.951829107738396,2,3,4,2.6468681965124627,4,1.3818564680984118,2,5,8,4.555283295450939,8,1.951829107738396,2,8,32,16,4,2,1,1.0,2.0,4.0,32.0,,,,32,32,4,4,4,4,4,4,runs/20260612_202808_stage4_sample_s109,sample_limited,109
23,0.1291989502056653,0.0144133678764506,0.1147855823292147,32,0.0385475267649966,6,activation_whitened,6,8,6.692372821847557,8,2.9650104978102187,4,3,4,4.071527436528791,8,1.926366994911645,2,6,8,6.692372821847557,8,2.9650104978102187,4,8,32,16,8,4,1,4.0,4.0,8.0,,,,,32,32,16,16,8,8,8,8,runs/20260612_202808_stage4_sample_s109,sample_limited,109
24,0.2208645244019785,0.0144181208143724,0.2064464035876061,32,0.044405335927981,6,activation_whitened,6,8,5.425731137150124,8,2.761480890535404,4,2,2,3.199712289522996,4,1.6434322844076186,2,6,8,5.425731137150124,8,2.761480890535404,4,8,32,32,8,4,2,2.0,2.0,8.0,32.0,32.0,,,32,32,32,8,8,8,8,8,runs/20260612_202808_stage4_sample_s109,sample_limited,109
25,0.181888027438199,0.0144304268998976,0.1674576005383014,32,0.027444591007363,2,activation_whitened,2,2,3.296073434022122,4,1.870071109261276,2,2,2,2.747830666680889,4,1.52933265486758,2,2,2,3.296073434022122,4,1.870071109261276,2,2,8,2,2,2,1,1.0,2.0,2.0,2.0,2.0,4.0,,8,8,8,8,4,4,2,2,runs/20260612_202808_stage4_sample_s109,sample_limited,109
26,0.0777389479162784,0.0143357954697409,0.0634031524465375,32,0.0225898395634562,2,activation_whitened,2,2,2.663082557005058,4,1.2955748118171375,2,1,1,1.351379232231945,2,1.0644006795384682,2,2,2,2.663082557005058,4,1.2955748118171375,2,2,32,8,1,1,1,1.0,1.0,1.0,4.0,32.0,,,32,8,8,8,8,8,4,1,runs/20260612_202808_stage4_sample_s109,sample_limited,109
27,0.0859027145105367,0.0144685372046633,0.0714341773058734,32,0.0295864328182518,4,activation_whitened,4,4,5.4447285014880045,8,2.397379619245777,4,4,4,3.878697920640999,4,2.120857992840623,4,4,4,5.4447285014880045,8,2.397379619245777,4,4,16,16,8,4,1,2.0,4.0,8.0,,,,,16,16,16,16,16,16,8,4,runs/20260612_202808_stage4_sample_s109,sample_limited,109
28,0.0871927868404853,0.0143595938440782,0.0728331929964071,32,0.0257987464335423,3,activation_whitened,3,4,4.943559659865011,8,2.371237736384092,4,3,4,3.974864595104194,4,2.143424266253404,4,3,4,4.943559659865011,8,2.371237736384092,4,4,32,16,8,8,2,2.0,4.0,8.0,16.0,,,,32,32,16,16,8,8,8,8,runs/20260612_202808_stage4_sample_s109,sample_limited,109
29,0.2738990733606303,0.0144414137346755,0.2594576596259548,32,0.0388239446451339,7,activation_whitened,3,4,3.9347076194615176,4,1.822997086495924,2,1,1,1.9536521737714647,2,1.2002520370235858,2,3,4,3.9347076194615176,4,1.822997086495924,2,4,16,4,4,4,1,1.0,2.0,2.0,4.0,4.0,32.0,,16,4,4,4,4,4,4,4,runs/20260612_202808_stage4_sample_s109,sample_limited,109
30,0.0362221306467153,0.0143635340409455,0.0218585966057697,32,0.018074116010593,1,activation_whitened,1,1,3.25694273102476,4,1.2046218795191483,2,1,1,2.103849195277641,4,1.121534188302951,2,1,1,3.25694273102476,4,1.2046218795191483,2,1,32,8,8,4,1,1.0,4.0,8.0,32.0,,,,32,32,8,8,8,8,8,8,runs/20260612_202808_stage4_sample_s109,sample_limited,109
31,0.105425066296016,0.0144215089240527,0.0910035573719633,32,0.0246822509169508,2,activation_whitened,2,2,3.5506851404003554,4,2.112723470476084,4,2,2,2.4644649007783115,4,1.4374803193728634,2,2,2,3.5506851404003554,4,2.112723470476084,4,2,8,2,2,2,1,2.0,2.0,2.0,2.0,2.0,,,8,8,8,8,2,2,2,2,runs/20260612_202808_stage4_sample_s109,sample_limited,109
