run,seed,budget,rule,loss_delta_vs_uniform_fill,acc_delta_vs_uniform_fill,loss_ratio_vs_uniform_fill,actual_cost,uniform_fill_cost,task,task_family
20260611_133953_assoc_small_step4_s202,202,4096,marginal_gain_soft,-0.0005678455781891,0.0,0.7001598758483834,4096,4096,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,6144,uniform,-8.156721014530009e-05,0.0,0.9277218486201964,5632,6144,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,6144,effective_rank,-0.0001539940276416,0.0,0.8635431612575933,6144,6144,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,6144,soft_dimension,-9.575627336750007e-05,0.0,0.9151486680776122,6144,6144,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,6144,gradient_norm,-8.516732486900012e-05,0.0,0.9245317231209828,6144,6144,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,6144,marginal_gain_edge,-0.0002318461192772,0.0,0.794557042271195,6144,6144,assoc,assoc
20260611_133953_assoc_small_step4_s202,202,6144,marginal_gain_soft,4.100598744119998e-05,0.0,1.036336132650286,6144,6144,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,512,uniform,11.182124268263578,-1.0,29.403212009141814,0,512,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,512,effective_rank,-0.1701498925685883,0.0,0.5678098940758076,512,512,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,512,soft_dimension,0.2241999544203281,-0.064453125,1.569480242310826,512,512,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,512,gradient_norm,0.0762711390852928,0.0,1.1937328974036447,512,512,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,512,marginal_gain_edge,0.0288997218012809,0.0,1.0734068863513415,512,512,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,512,marginal_gain_soft,-0.0345389917492867,0.0,0.912269057139594,512,512,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,1024,uniform,11.562564194435256,-1.0,576.6907668532308,0,1024,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,1024,effective_rank,-0.0064288406865671,0.0,0.6799131954996396,1024,1024,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,1024,soft_dimension,-0.0029871892184018,0.0,0.8512702526049425,1024,1024,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,1024,gradient_norm,-0.0042035148944706,0.0,0.7907103759699426,1024,1024,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,1024,marginal_gain_edge,0.0087110861204565,0.0,1.4337179681323342,960,1024,assoc,assoc
