task_family,scaling_mode,condition_id,rule,allocation_rule,is_primary_allocation_rule,budget,n_independent_runs,mean_loss_delta,sem_loss_delta,median_loss_delta,cluster_bootstrap_ci_low,cluster_bootstrap_ci_high,exact_sign_flip_p_two_sided,run_wins_loss,run_ties_loss,mean_accuracy_delta,sem_accuracy_delta
associative_recall,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,512,5,-0.3965078630795082,0.104472608860803,-0.3323825957874457,-0.6035494671513637,-0.2519450714190801,0.0625,5,0,0.13977864583333333,0.04430751103969094
associative_recall,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1024,5,-0.35832042876087755,0.19185079013033496,-0.178055665960225,-0.7252623101269516,-0.048569397442042854,0.0625,5,0,0.11940104166666665,0.06886003724126406
associative_recall,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,1536,5,-0.004785095719853407,0.0007655261031584835,-0.0047765513688015,-0.00592827291693538,-0.003351434318271147,0.0625,5,0,0.0,0.0
associative_recall,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,2048,5,-0.004727463293238534,0.0023943053479272666,-0.0030062600659827333,-0.00950961528287734,-0.001952336679823942,0.0625,5,0,0.0,0.0
associative_recall,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,3072,5,-0.0006462872494012134,4.6932332436297176e-05,-0.0006870035091803001,-0.0007217186997877533,-0.00055436046774654,0.0625,5,0,0.0,0.0
associative_recall,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,4096,5,-0.0003874661594939667,7.27109723563676e-05,-0.0003609793590536667,-0.0005217060621362133,-0.0002781976615854801,0.0625,5,0,0.0,0.0
associative_recall,standard,marginal_gain_edge,marginal_gain_edge,marginal_gain_edge,False,6144,5,-0.00012197311686275333,3.693078158351993e-05,-0.000106000462741,-0.00019174745975763334,-6.368865821665335e-05,0.0625,5,0,0.0,0.0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,512,5,-0.3965078630795082,0.104472608860803,-0.3323825957874457,-0.6035494671513637,-0.2519450714190801,0.0625,5,0,0.13977864583333333,0.04430751103969094
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1024,5,-0.35611989825653534,0.19281202663042943,-0.178055665960225,-0.7210756826447324,-0.044168336433358504,0.0625,5,0,0.11940104166666665,0.06886003724126406
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,1536,5,-0.0050639882897182,0.0009589091518266681,-0.004658978510027134,-0.006818708119681114,-0.0034383026048696134,0.0625,5,0,0.0,0.0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,2048,5,-0.004594711191991027,0.002437626709219069,-0.0030062600659827333,-0.00944731875303356,-0.0016882491686070933,0.0625,5,0,0.0,0.0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,3072,5,-0.0005599262328663201,6.852449020923437e-05,-0.0005893150519114,-0.0006724720995407601,-0.0004339476591364067,0.0625,5,0,0.0,0.0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,4096,5,-0.00036501452656618,0.00011389827860734793,-0.00029708203995443337,-0.00056805531882372,-0.00017636695896119337,0.0625,5,0,0.0,0.0
associative_recall,standard,marginal_gain_soft,marginal_gain_soft,marginal_gain_soft,False,6144,5,-1.2082073468860004e-05,3.013243490037629e-05,-2.8847542125766618e-05,-6.36728752093933e-05,3.9508728271673295e-05,0.6875,3,0,0.0,0.0
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,True,512,5,-0.2884597038229307,0.1294410839633541,-0.2515667590002219,-0.526880260805289,-0.07739145308732984,0.125,4,0,0.08860677083333333,0.03641214987810607
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,True,1024,5,-0.3626070790303251,0.19302743593412955,-0.18479148251935842,-0.7311874187085777,-0.05058725153406461,0.0625,5,0,0.11940104166666665,0.06886003724126406
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,True,1536,5,-0.0024566455472571132,0.0015456075144738668,-0.0041790262136298,-0.0048186684143729595,0.0003926629976679995,0.1875,4,0,0.0,0.0
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,True,2048,5,-0.004157457687930826,0.0024278213142901596,-0.001647167373448633,-0.009058061765002392,-0.0013469719871257665,0.0625,5,0,0.0,0.0
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,True,3072,5,-0.0003155303352589933,9.399997720886039e-05,-0.0003267557282621333,-0.0004730648729795067,-0.00015799579753848005,0.0625,5,0,0.0,0.0
