run,seed,task_family,protocol_version,site_name,d_in,d_out,n_tokens,n_batches,whitening,lambda_scale,calibration_data_seed,permutation_seed,dropout_disabled_during_calibration,edge,null_bootstrap,null_quantile,null_quantile_method,null_uncertainty_resamples,edge_mc_confidence,edge_mc_ci_low,edge_mc_ci_high,edge_q_0_99,edge_q_0_995,edge_q_0_999,gradient_norm,cov_trace,cov_effective_rank,top_sv,frobenius,nuclear,effective_rank,stable_rank,hard_detectable_rank,soft_dimension
transformer_publication_20260622T101458Z_associative_recall_seed103,103,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.attn.q_proj,64,64,8192,8,diag,0.01,1137808846,1193552941,True,0.070981762781999,4096,0.995,linear,2000,0.95,0.0706006288816581,0.0712688806033953,0.0702045990389641,0.070981762781999,0.0723749541326826,0.2696805299649001,68.06300072987094,16.890666746281912,0.183944081576612,0.2601155139254831,0.6838949767058047,4.2295127246184325,1.9996817031451024,3,3.500114414784885
transformer_publication_20260622T101458Z_associative_recall_seed103,103,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.attn.k_proj,64,64,8192,8,diag,0.01,1137808846,564143453,True,0.0480124507949754,4096,0.995,linear,2000,0.95,0.047823332779836,0.0482768544795189,0.0476164692368414,0.0480124507949754,0.0493607520578444,0.1866559233201047,68.00019177936065,18.172398795313462,0.1202418121645994,0.1790485486175038,0.5396714629523361,5.175450322327594,2.2173312823102544,3,4.044773410363828
transformer_publication_20260622T101458Z_associative_recall_seed103,103,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.attn.v_proj,64,64,8192,8,diag,0.01,1137808846,650855561,True,0.2622230533408168,4096,0.995,linear,2000,0.95,0.2612929739474408,0.2632346040028193,0.2606921489549255,0.2622230533408168,0.2660771215065923,1.0344820233656895,68.00019177936065,18.172398795313462,0.4851909534710463,1.0078127712358391,3.8391436976124247,10.947129103570338,4.314538270877017,5,6.29879113811473
transformer_publication_20260622T101458Z_associative_recall_seed103,103,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.attn.o_proj,64,64,8192,8,diag,0.01,1137808846,146246532,True,0.6429693446453826,4096,0.995,linear,2000,0.95,0.6413121660949843,0.645539274847609,0.639658746213564,0.6429693446453826,0.6520161353161676,1.2909353475800165,19.999145315797207,5.278970128089006,1.1501190208761003,2.464146773885405,8.91542669635706,10.705720893936048,4.590368736403008,6,6.21187527931048
transformer_publication_20260622T101458Z_associative_recall_seed103,103,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.mlp.fc2,128,64,8192,8,diag,0.01,1137808846,1583553369,True,0.7948629605610771,4096,0.995,linear,2000,0.95,0.7905388405240115,0.7970927560238221,0.7884269665775555,0.7948629605610771,0.8033293677593382,1.5517684117350623,28.461144753194585,11.993046252808734,1.4848060713549682,3.5945380542516654,13.646099720122615,12.50482277443984,5.860662362106805,8,7.869099466255873
transformer_publication_20260622T101458Z_associative_recall_seed103,103,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.attn.q_proj,64,64,1024,8,diag,0.01,1137808846,646435256,True,0.0812946964532385,4096,0.995,linear,2000,0.95,0.0807993176046846,0.0817408804508398,0.0803041230633523,0.0812946964532385,0.0830752774747016,0.3204695469166273,68.40679622629193,12.852307996968367,0.214199892269516,0.3059364870295833,0.8640165030279379,4.910075402496812,2.03997128795313,4,4.002023913898416
transformer_publication_20260622T101458Z_associative_recall_seed103,103,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.attn.k_proj,64,64,8192,8,diag,0.01,1137808846,1087352202,True,0.046737815088559,4096,0.995,linear,2000,0.95,0.0464902644933076,0.0469335162853113,0.0462273902085524,0.046737815088559,0.0477504069393524,0.1812381526346264,68.11566892908345,14.596775195643064,0.1098085617496568,0.1759464795864531,0.6371900217042561,7.829975809990471,2.5673717423330453,3,5.267618251481801
transformer_publication_20260622T101458Z_associative_recall_seed103,103,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.attn.v_proj,64,64,8192,8,diag,0.01,1137808846,1162640811,True,0.2264021764685755,4096,0.995,linear,2000,0.95,0.2251980764237762,0.2268707549075687,0.2246208615040268,0.2264021764685755,0.2294435696120802,0.8765364502501016,68.11566892908345,14.596775195643064,0.3711410568498997,0.8678159230350139,3.349450680251158,11.380471412910412,5.467354431501322,5,6.362082503250095
transformer_publication_20260622T101458Z_associative_recall_seed103,103,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.attn.o_proj,64,64,1024,8,diag,0.01,1137808846,190596103,True,0.4535150046569708,4096,0.995,linear,2000,0.95,0.4521679707119401,0.4555682925862909,0.4495715638368777,0.4535150046569708,0.4624369319013946,1.06274408111808,22.71221562921732,9.205583303420456,0.765505271068746,1.7483390082669523,6.426475830254397,11.699786079039336,5.216208277952642,6,6.557626868699138
transformer_publication_20260622T101458Z_associative_recall_seed103,103,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.mlp.fc2,128,64,1024,8,diag,0.01,1137808846,1792444607,True,0.4360687809197515,4096,0.995,linear,2000,0.95,0.4350351918526199,0.4378088506504444,0.4337174180842521,0.4360687809197515,0.440978012501443,1.2838826868122348,52.14482299576171,9.248262621187592,0.7892202200540832,1.986855438400953,7.599946381467325,13.46692749919112,6.3377650014768445,9,8.27190870806195
transformer_publication_20260622T101458Z_associative_recall_seed107,107,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.attn.q_proj,64,64,8192,8,diag,0.01,1137808850,1193552945,True,0.0460565316036558,4096,0.995,linear,2000,0.95,0.045849154990761,0.046150608459318,0.0457261327091436,0.0460565316036558,0.0468331539664107,0.1779913749890031,66.63737786871928,18.619911744068155,0.1102211567940196,0.1737993032905736,0.5434647628929112,6.310901743514412,2.486372151601582,4,4.664836730384726
