run,seed,task_family,scaling_mode,site_name,base_loss,best_loss,best_rank,protocol_version,is_primary_scaling_mode,reference_alpha,scale_reference_rank,scale_at_reference_rank,near_best_rank_gap_0.1,near_best_rank_gap_0.2,recovery_rank_0.7,recovery_rank_0.8,penalized_rank_lambda_0.2,penalized_rank_lambda_0.3
transformer_publication_20260622T101458Z_modular_seed109,109,modular,standard,blocks.0.mlp.fc2,11.263133792301618,0.3652555105217289,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,standard,blocks.1.attn.o_proj,11.263133792301618,0.9438092403431712,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,standard,blocks.1.attn.q_proj,11.263133792301618,3.795426236231047,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,standard,blocks.1.attn.v_proj,11.263133792301618,1.1121960540964009,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed109,109,modular,standard,blocks.1.mlp.fc2,11.263133792301618,0.0285520104751471,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed113,113,modular,fixed_update_scale,blocks.0.attn.o_proj,15.54475681689974,0.2396763244510069,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed113,113,modular,fixed_update_scale,blocks.0.attn.q_proj,15.54475681689974,7.474609901952197,4,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed113,113,modular,fixed_update_scale,blocks.0.attn.v_proj,15.54475681689974,0.6238043328725833,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,8,1,1,1,8,8
transformer_publication_20260622T101458Z_modular_seed113,113,modular,fixed_update_scale,blocks.0.mlp.fc2,15.54475681689974,0.357684581696553,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,1,1,1,8,4
transformer_publication_20260622T101458Z_modular_seed113,113,modular,fixed_update_scale,blocks.1.attn.o_proj,15.54475681689974,0.9306064377094034,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed113,113,modular,fixed_update_scale,blocks.1.attn.q_proj,15.54475681689974,4.919211402519933,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,1,1,1,1,2,1
transformer_publication_20260622T101458Z_modular_seed113,113,modular,fixed_update_scale,blocks.1.attn.v_proj,15.54475681689974,1.104829968324437,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,2,1,1,1,4,2
transformer_publication_20260622T101458Z_modular_seed113,113,modular,fixed_update_scale,blocks.1.mlp.fc2,15.54475681689974,0.0197691635599865,16,synthetic_transformer_publication_protocol_v4,True,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed113,113,modular,rslora,blocks.0.attn.o_proj,15.54475681689974,0.2501777860333098,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed113,113,modular,rslora,blocks.0.attn.q_proj,15.54475681689974,7.333799311571389,2,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,2,2
transformer_publication_20260622T101458Z_modular_seed113,113,modular,rslora,blocks.0.attn.v_proj,15.54475681689974,0.5743678080055642,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,1,1,1,8,8
transformer_publication_20260622T101458Z_modular_seed113,113,modular,rslora,blocks.0.mlp.fc2,15.54475681689974,0.2814974929986213,8,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,1,1,1,8,4
transformer_publication_20260622T101458Z_modular_seed113,113,modular,rslora,blocks.1.attn.o_proj,15.54475681689974,0.9728256300882544,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed113,113,modular,rslora,blocks.1.attn.q_proj,15.54475681689974,4.825949630181573,8,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,1,1,1,1,1,1
transformer_publication_20260622T101458Z_modular_seed113,113,modular,rslora,blocks.1.attn.v_proj,15.54475681689974,1.1214571730403324,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,2
transformer_publication_20260622T101458Z_modular_seed113,113,modular,rslora,blocks.1.mlp.fc2,15.54475681689974,0.0273008525553745,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed113,113,modular,standard,blocks.0.attn.o_proj,15.54475681689974,0.28861369057699,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,2,1,2,8,4
transformer_publication_20260622T101458Z_modular_seed113,113,modular,standard,blocks.0.attn.q_proj,15.54475681689974,7.474609901952197,4,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,2,1,2,4,4
transformer_publication_20260622T101458Z_modular_seed113,113,modular,standard,blocks.0.attn.v_proj,15.54475681689974,0.6851322033154729,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,8,1,1,1,8,8
transformer_publication_20260622T101458Z_modular_seed113,113,modular,standard,blocks.0.mlp.fc2,15.54475681689974,0.3225553705280455,8,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,1,1,1,8,4
transformer_publication_20260622T101458Z_modular_seed113,113,modular,standard,blocks.1.attn.o_proj,15.54475681689974,1.0181580577258884,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,4
transformer_publication_20260622T101458Z_modular_seed113,113,modular,standard,blocks.1.attn.q_proj,15.54475681689974,4.717313185442747,8,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,1,1,1,1,2,1
transformer_publication_20260622T101458Z_modular_seed113,113,modular,standard,blocks.1.attn.v_proj,15.54475681689974,1.217529544845208,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,2,1,1,1,4,2
transformer_publication_20260622T101458Z_modular_seed113,113,modular,standard,blocks.1.mlp.fc2,15.54475681689974,0.0383539117337761,16,synthetic_transformer_publication_protocol_v4,False,16.0,4,4.0,4,1,1,1,4,4
