task_family,scaling_mode,condition_id,rule,allocation_rule,is_primary_allocation_rule,budget,n_independent_runs,mean_loss_delta,sem_loss_delta,median_loss_delta,cluster_bootstrap_ci_low,cluster_bootstrap_ci_high,exact_sign_flip_p_two_sided,run_wins_loss,run_ties_loss,mean_accuracy_delta,sem_accuracy_delta
associative_recall,standard,soft_dimension,soft_dimension,soft_dimension,True,6144,5,-9.307636404023334e-05,2.498570977129358e-05,-0.00012395079102136655,-0.00012862785224571337,-4.3239164830693715e-05,0.125,4,1,0.0,0.0
modular,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,512,5,0.18772106399934746,0.1593247327397498,0.12214391420915487,-0.08832952125263507,0.4611145410197005,0.375,2,0,-0.047173083593479034,0.0387092733678004
modular,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,1024,5,-0.003936792572845907,0.036378540653293136,0.0026839544613494284,-0.07409278574892937,0.053342878144522564,0.875,2,0,-0.004786680541103023,0.014283932690393946
modular,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,1536,5,0.001095792809918017,0.01922135944127847,0.0,-0.03417365879248123,0.03085472561913908,1.0,2,1,-0.0016649323621227951,0.005216077692757435
modular,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,2048,5,-0.0021063532350772867,0.0034916431741357,-1.7324187949499987e-05,-0.008061041918906586,0.00371504409281984,0.625,3,1,0.0019424210891432353,0.001576596347882552
modular,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,3072,5,0.0020267061912753416,0.004623762911231088,0.0,-0.005363903694730898,0.011489958481774618,1.0,2,2,-0.0031911203607353144,0.001957230104705617
modular,fixed_update_scale,effective_rank,effective_rank,effective_rank,False,4096,5,0.002068034381170553,0.00457552566966611,0.0,-0.005853403895121661,0.009744864177091896,0.75,2,1,-0.0006243496357960437,0.0011099549080818465
modular,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,512,5,0.1185128901077566,0.18320538758143354,0.013070606292224488,-0.12762541636550673,0.47188008949651605,0.8125,2,0,-0.0243496357960458,0.0550209749713787
modular,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,1024,5,-0.08380817270104748,0.06953989930042034,-0.00103858765570027,-0.21010579579999847,0.03250176121186473,0.4375,3,0,0.02865071106486298,0.022920289597762676
modular,fixed_update_scale,gradient_norm,gradient_norm,gradient_norm,False,1536,5,-0.015940729432270623,0.046067973812362835,0.0027309656324090333,-0.10720723800450295,0.05182322489896911,0.9375,2,0,0.005688518903919547,0.01661047322930277
